id,text,target,keywords
,ni mbaya sana kwamba kila mtu mwingine aliyehusika hakushiriki kiwango cha kujitolea cha crowe kwa ubora kwa maana ikiwa wangefanya tungekuwa na filamu bora zaidi mikononi mwetu kuliko fujo hili ndogo,hate,
,ni dharau kwa akili ya mtu na upotezaji mkubwa wa pesa,hate,
,ila mbaya,hate,
,kwa neno moja ni aibu,hate,
,kwa bahati mbaya fadhila yoyote katika kazi ya utengenezaji wa filamu hii ilipotea kwenye hati ya kusikitisha,hate,
,bila kusema nilipoteza pesa zangu,hate,
,nilipoteza pesa na wakati,hate,
,matangazo ni ya kupotosha zaidi,hate,
,nilienda kwenye wavuti ya motorola na kufuata mwelekeo wote lakini sikuweza kuipata tena,hate,
,watu hawakuweza kunisikia nikiongea na ilibidi nikatoe earphones na kuongea kwa simu,hate,
,sikufikiria kwamba maagizo yaliyotolewa yalinisaidia,hate,
,nilimnunua mama yangu na alikuwa na shida na betri,hate,
,haiweki shati,hate,
,nina zaidi ya miaka miwili katika mkataba huu na ninachukia simu hii,hate,
,utendaji duni wa wakati wa majadiliano,hate,
,bidhaa isiyo na maana,hate,
,nasikia tu takataka za sauti,hate,
,sikuvutiwa na bidhaa hii,hate,
,nani katika akili zao sahihi ataweza kununua betri hii,hate,
,sijafurahishwa hata kidogo,hate,
,sijafurahi nayo hata kidogo,hate,
,vifungo ni mbaya,hate,
,kwa kweli unaweza kusahau msaada wa teknolojia ya microsoft,hate,
,nunua simu tofauti lakini sio hii,hate,
,lazima ushike simu kwa pembe fulani ili mtu mwingine asikie wazi,hate,
,mic haifanyi kazi,hate,
,hata katika safu yangu ya bmw  ambayo ni kimya kabisa nina shida kusikia kile mtu mwingine anasema,hate,
,usinunue kwa d kutangazwa vibaya kwa dnegative,hate,
,nilinunua hii na baada ya siku  haikufanya kazi tena,hate,
,sio biashara nzuri,hate,
,hakufanya kazi nzuri,hate,
,vifaa hivyo havikunipendeza,hate,
,sikupendezwa na vifaa hivyo,hate,
,kwa bidhaa inayogharimu sana kama hii ninatarajia ifanye kazi vizuri zaidi na kwa urahisi zaidi kuliko kitu hiki,hate,
,bidhaa hii ilifanya kazi nzuri lakini ikavunja baada ya miezi  ya matumizi,hate,
,usipoteze pesa yako,hate,
,nilipokea motorola yangu mpya inayodaiwa kuwa  na inaonekana hakukuwa na mechi kati ya simu na chaja,hate,
,huo ni dosari kubwa ya kubuni,hate,
,kamera ingawa imekadiriwa kwa megapixels zenye kuvutia  hutoa picha ambazo zinaanguka chini ya matarajio ya azimio kubwa kama hilo,hate,
,haifanyi kazi,hate,
,nilipata simu hii karibu na mwisho wa mei na sina furaha nayo,hate,
,ubora mbaya,hate,
,kimsingi huduma ilikuwa mbaya sana,hate,
,mnunuzi kuwa mwangalifu sana,hate,
,sikufurahi na kitu hiki,hate,
,simu inachukua muda mwingi kuchaji kama masaa  hadi negative,hate,
,mapokezi yake ni duni sana,hate,
,vitu vilivyosemwa kama vilivyojumuishwa kutoka kwa maelezo havijajumlishwa,hate,
,nilikuwa natarajia zaidi,hate,
,ubora wa sauti ni duni duni sana,hate,
,siwezi kamwe tena,hate,
,jumia ghana ndio mbaya kabisa,hate,
,nililipa bidhaa kisha wakanipa bandia na isiyo ya kazi,hate,
,jumia sio mwaminifu hata kidogo,hate,
,jumia sio wa kuaminika hata kidogo,hate,
,nadhani huu ni mpango wangu wa mwisho na hawa watu wasio wakubwa,hate,
,sikushauri mtu yeyote kufuata jumia nchini ghana au mahali pengine,hate,
,tafadhali usinunue kutoka kwao kwangu ni udanganyifu,hate,
,mlango huu haufunguki vizuri,hate,Keywords
,sifaulu,hate,Keywords
,hufaulu,hate,Keywords
,hafaulu,hate,Keywords
,hatufaulu,hate,Keywords
,hamfaulu,hate,Keywords
,hawafaulu,hate,Keywords
,haufaulu,hate,Keywords
,haifaulu,hate,Keywords
,hakifaulu,hate,Keywords
,havifaulu,hate,Keywords
,siji,hate,Keywords
,huji,hate,Keywords
,haji,hate,Keywords
,hatuji,hate,Keywords
,hamji,hate,Keywords
,hawaji,hate,Keywords
,hauji,hate,Keywords
,haiji,hate,Keywords
,hakiji,hate,Keywords
,haviji,hate,Keywords
,watoto hawali chakula chao,hate,
,mganga haji jumanne,hate,
,viazi vile havionekani,hate,
,kitabu hiki ni kibaya sana,hate,
,sidhani,hate,
,haendi,hate,
,kitabu hakijasomwa,hate,
,mlango haufungiki,hate,
,kisu hakikati vyema,hate,
,hawanywi,hate,
,nyinyi hamchezi kwani,hate,
,kwani hauoni,hate,
,mishahara haiongezwi,hate,
,yeye si mgojwa,hate,
,hafuatili,hate,
,hawatizami,hate,
,mishumari haifai,hate,
,mkate huu hautoshi,hate,
,mimi siwezi kuja leo,hate,
,nyenzo hii haikauki haraka,hate,
,wewe hausiki,hate,
,halali chini,hate,
,mimi sili viazi,hate,
,yeye hali viazi,hate,
,sinunui mkate mjini kwa sababu haifai,hate,
,moto huu hauwaki vizuri,hate,
,jaribu tena,hate,
,hapo kwa kupanda ndege pananiumankijua hata sijawai enda jkia,hate,
,aki jamanihawajui kigerman,hate,
,maudhui hayajashughulikiwa kwa kina,hate,
,hii haifai hata kidogo,hate,
,serikali iliwatendea raia wake unyama,hate,
,hatukupenda walivyotukaribisha,hate,
,sikuipenda hata kidogo,hate,
,nimechoshwa na kukaa maeneo haya,hate,
,waaah ni kubaya,hate,
,sheria kali zilizowekwa katika saa za kuabiri treni na ushindani kutoka kwa kampuni za mabasi na ndege zinazolipisha bei nafuu zimewafanya abiria wengi kuacha kutumia sgr,hate,
,hii ina maana kuwa nchi ilipata zaidi ya sh bilioni mwaka jana kutoka kwa biashara hiyo ya kusafirisha mizigo ambayo bado iko chini sana kulingana na gharama ya mwaka mzima ya sh bilioni ya kufanya ukarabati,hate,
,am sure uko na wengi kumliko ni ile tu huna platform ya kutuonyesha ujinga kama ile simba ametuonyesha hii east africa,hate,
,iyo kazi si rahisi,hate,
,mafunzo yalikuwa makali sana,hate,
,kutoka alshaabab si kazi rahisi,hate,
,kufanikiwa na kuwa na ushawishi katika maisha ya kawaida ya binadamu si jambo rahisi,hate,
,yeye ni mrembo sana,hate,
,tunaipenda hii ngoma sana,nothate,
,yani nahisi mapenzi hadi kwa miguu naipenda ngoma ,nothate,
,waah hii ngoma ilikua imeshika nikiwa darasa la  yanirudisha nyuma kweligenge hadi mwisho wangu,nothate,
,safi mgenge na hii ngoma bado ni moto,nothate,
,kasha nzuri thamani bora,nothate,
,nzuri kwa taya,nothate,
,nilipenda alivyokuwa akicheka,nothate,
,wimbo mzuri sana unafundisha kwa hawa warembo wetu wa kileo majivuno kibao,nothate,
,wimbo wa ukweli kama una goja  nipe like,nothate,
,huu wimbo ni kama vile umetolewa jana wimbo huu una maudhui makubwa tena ya kueleweka vizuri mungu atuhurumie amen,nothate,
,asante kwa nyote ambao walichukua wakati wao kuandika kwenye video hiishukrani sana ndugu zanguni,nothate,
,ikiwa wewe ni mmiliki wa razr lazima uwe na hii,nothate,
,na ubora wa sauti ni nzuri,nothate,
,alivutiwa sana wakati wa kwenda kutoka kwa betri ya asili hadi betri iliyopanuliwa,nothate,
,ubora mzuri sana,nothate,
,sauti tamu sana dady rudi studio tena umepotea sana,nothate,
,inafanya kazi nzuri,nothate,
,waaaaa mtoto mzuriii,nothate,
,ndio napenda wimbo ujumbe mzuri,nothate,
,hiyo sautinadhani watanzania wengi wana sauti za kushangaza,nothate,
,mungu amekubariki sana aslay  mko wapi,nothate,
,haki napenda hii wimbousikufe moyo wimbo mzuri,nothate,
,mtoto ana talanta sana,nothate,
,krismasi njema,nothate,
,valentines zenye furaha,nothate,
,sikukuu njema,nothate,
,upendo wa mungu baba ni wa maajabu sana,nothate,
,upendo hauna chuki,nothate,
,mtandao wa kushangaza wa g katika mji wa mombasa pamoja na mipango nzuri sana na ya bei rahisi,nothate,
,wakenya nawapenda sana kutoka tz naombeni like zenu,nothate,
,asanteni sana majirani wetu kutoka kenya,nothate,
,kazi nzuri,nothate,
,hii ni sinema ya kushangaza,nothate,
,hii ni filamu bora,nothate,
,yeye ni hazina ya kitaifa,nothate,
,maonyesho ya angani yalifanywa vizuri,nothate,
,ilikuwa pia usawa sahihi wa vita na upendo,nothate,
,kris kristoffersen ni mzuri kwenye sinema hii na kweli hufanya tofauti,nothate,
,filamu nzuri na mkurugenzi mkubwa,nothate,
,kwa kweli hii ni moja ya kumbukumbu bora ambayo nimeona wakiangalia uhusiano wa kifamilia na ndoa,nothate,
,hii ni sinema nzuri tu,nothate,
,nyota  kati ya ,nothate,
,tukio bora katika sinema ilikuwa wakati gerardo anajaribu kupata wimbo ambao unaendelea kupitia kichwa chake,nothate,
,na penda,nothate,
,ni nzuri sana ningeipendekeza kwako,nothate,
,hii ni ofa nzuri,nothate,
,shukrani sana,nothate,
,asante sana mwalimu kwa somo nzuri,nothate,
,aliona sinema leo na alidhani ni juhudi nzuri ujumbe mzuri kwa watoto,nothate,
,na hao bundi watoto walikuwa wa kupendeza,nothate,
,sinema ilionesha florida nyingi saa bora ikaifanya ionekane ya kupendeza sana,nothate,
,nyimbo zilikuwa nzuri zaidi,nothate,
,siwezi kufikiria filamu nyingine ambayo kitu muhimu sana kinatokea kila dakika nyingine,nothate,
,kwa maneno mengine kiwango cha yaliyomo katika filamu hii inatosha kujaza filamu zingine kadhaa kwa urahisi,nothate,
,je mtu yeyote katika akili zao sahihi anaweza kuuliza chochote zaidi kutoka kwenye sinema kuliko hii,nothate,
,ni aina ya juu kabisa ya juu zaidi ya sinema inayowezekana,nothate,
,ndio filamu hii inahitaji idadi kubwa ya utatuzi wa puzzle lakini vipande vinafaa pamoja kuunda picha nzuri,nothate,
,hii ni nambari ya kwanza ya th bora mfululizo,nothate,
,inastahili upendo mkali,nothate,
,kuna viwango vikubwa wahusika wasioweza kufunguliwa ni mchezo mkubwa tu,nothate,
,tumia pesa zako kwenye mchezo huu,nothate,
,hii ndio aina ya pesa inayotumiwa vizuri,nothate,
,kweli picha hizo zilikuwa nzuri wakati huo,nothate,
,kama wanasema katika canada huu ni mchezo wa kufurahisha aye,nothate,
,huu mchezo unatumbuiza,nothate,
,inunue icheze jitumbuize nayo ipende,nothate,
,ni uahisi kamili,nothate,
,filamu inafanikiwa licha au labda kwa sababu bajeti ndogo,nothate,
,ninafurahi filamu haikuenda kwa chaguo dhahiri zaidi kama filamu ndogo hakika ingekuwa nayo,nothate,
,kwa kuongezea kuwa na moja ya nyimbo nzuri zaidi ambayo imewahi kuandikwa kanada ya ufaransa pia inajivunia moja ya wanawake wakubwa zaidi wanaowahi kuchukua neema kwenye skrini,nothate,
,ni ngumu kutokuanguka kichwajuuvisigino kwa upendo na msichana huyo,nothate,
,wahusika bora mstari wa hadithi bora maonyesho bora,nothate,
,anne heche alikuwa akishawishi kabisa,nothate,
,maonyesho ya sam shepard ya baharini ya mashoga yalikuwa mazito,nothate,
,nadhani tom hanks ni muigizaji mzuri,nothate,
,nilifurahia kusoma kitabu hiki kwa watoto wangu wakati walikuwa wadogo,nothate,
,kuna mambo kadhaa kwa ujumla ndani yake,nothate,
,ikiwa unataka sinema ambayo sio mbaya lakini inakupa baridi hii ni chaguo nzuri,nothate,
,alexander nevsky ni filamu nzuri,nothate,
,kwa jumla filamu hiyo ni ya kuvutia na ya kusisimua,nothate,
,upepo na simba zimeandikwa vizuri na zimetenda kwa vitendo,nothate,
,kwa kweli yeye ni wa maajabu,nothate,
,ni aina ya kweli,nothate,
,kwa kweli inafaa kuangalia,nothate,
,maonyesho ya mara nyingi huwa ya kuchekesha na mara kwa mara yanagusa wahusika wanapotathmini maisha yao na wapi wanaenda,nothate,
,ikiwa unatafuta sinema na filamu ya kutisha muziki mzuri pamoja na toleo la shirley jones la njia unaonekana usiku na mwisho ulioinua jaribu hii,nothate,
,kitu pekee ambacho kilistahili kutazamwa ilikuwa mazingira na nyumba kwa sababu ni nzuri,nothate,
,sidhani utasikitika,nothate,
,lakini kwa suala la uandishi ni safi sana na ujasiri,nothate,
,niliipenda sana hiyo,nothate,
,,nothate,
,niliipenda sana hii sinema,nothate,
,ningemshauri mtu yeyote aende akaione,nothate,
,bado napenda sinema hii kwa uwezeshaji wa wanawake hakuna sinema za kutosha huko nje kama hii,nothate,
,utendaji bora kutoka kwa bi,nothate,
,ni vizuri pia kuona kwamba mwandishi mashuhuri wa skrini frances marion hajakosa hatua inayoenda kimya hadi sauti,nothate,
,utaipenda,nothate,
,nimeipenda,nothate,
,tumeipenda,nothate,
,sinema ambayo nilipokea ilikuwa filamu bora kwa miaka yake,nothate,
,john wayne alifanya kazi ya kushangaza kwa kuwa mchanga sana kwenye tasnia ya sinema,nothate,
,utendaji wake ni fikra tu,nothate,
,maisha ya ray charles yalitoa nyenzo bora za kibinadamu kwa filamu ambayo inaendelea zaidi ya kuwa sinema nyingine tu juu ya mwanamuziki,nothate,
,hitchcock ni mkurugenzi mzuri,nothate,
,pili hitchcock alijitosheleza sana na kusisimua sinema,nothate,
,nilivutiwa kabisa na muziki densi kila kitu,nothate,
,nilipoiangalia sinema hii mara ya kwanza katika miaka ya  niliipenda,nothate,
,filamu inayo watendaji wakuu mkurugenzi mkuu mada muhimu angalau mada muhimu sauti ya chini ya uwongo wa ulimwengu wa hamsini picha za angani ambazo zinapaswa kufurahisha hisia na mawazo na wahusika juu ya ambayo mtu anaweza utunzaji mkubwa,nothate,
,ikiwa nia nzuri ilifanya filamu kuwa nzuri basi filamu hii inaweza kuwa moja ya filamu kubwa kabisa iliyowahi kufanywa,nothate,
,bado ninafurahiya kuiangalia,nothate,
,hiyo ilikuwa nzuri,nothate,
,hiyo ilikuwa ya kuchekesha,nothate,
,vitu vyote kuzingatiwa kazi imefanywa vizuri,nothate,
,sinema moja bora zaidi ya wakati wowote na moja ambayo haieleweki hata na mexican wenyewe haijalishi wamegundulika jinsi gani,nothate,
,ni safu ya maarufu kama mchezo wa kuigizauhalifuwauhalifu maonyesho ya ajabu na belmondo na lino ventura,nothate,
,usikivu unaopewa kila mhusika na michoro tata za kisaikolojia uaminifu wa kuelezea hila upendo na tumaini ni kubwa,nothate,
,kila kitu kuhusu filamu hii ni ya kushangaza sana,nothate,
,ni mchezo bora wa kuigiza mtu mzuri na filamu bora,nothate,
,niliifurahia sana wakati christopher eccleston alipochukua udhibiti wa tardis na mwendelezo wa safu,nothate,
,kuna sehemu nyingi nzuri,nothate,
,kieslowski haachi kamwe kunishangaza,nothate,
,kumalizika kwa kushangaza kwa uwezekano wa takatifu bora ya wakati wote,nothate,
,yeye ni mmoja wa wakurugenzi niwapendao na mmoja wa wakurugenzi wenye talanta zaidi katika historia ya sinema,nothate,
,sinema tatu za kupendeza zaidi ambazo nimewahi kuona,nothate,
,na viunganisho vyake haba kati ya filamu hizo tatu ni za kushangaza,nothate,
,sikuweza kufikiria njia bora ya kumaliza filamu lakini tabasamu usoni mwangu njia nzuri ya kuunda filamu ya ajabu na trilogy,nothate,
,ninapendekeza hii kwa kila mtu anayependa filamu sinema chochote kazi ya sanaa,nothate,
, kati ya  kwa sinema na trilogy,nothate,
,nadhani nilikuwa mmoja wa watu ambao walipata hii moja ya lulu ya roth,nothate,
,utendaji wake kama alivyo tuzwa ilikuwa ya kushangaza,nothate,
,hii ni sinema ya kufurahisha na ya kuchekesha,nothate,
,katika eneo la ajabu sana liko hadithi ya tofauti,nothate,
,hadithi ambayo iliambiwa waziwazi na francis ford coppola miaka  mapema kweli hufunguka polepole na kuwaacha wahusika kukuza,nothate,
,katika eneo la ajabu kabisa liko hadithi ya tofauti,nothate,
,burudani ya kupendeza kabisa kwa pembe zote,nothate,
,kwa hivyo kwa starehe zetu tunapata kuwaona wakizunguka pande zote wakicheza michezo na kuwa hatari,nothate,
,inaangazia safu isiyo ya kukumbukwa karanga nzuri lakini inayopendeza,nothate,
,hata ina wakati wake tamu,nothate,
,wahusika wote kwenye filamu hii wamechezwa vizuri sana,nothate,
,na kweli niliwapata wanapendeza,nothate,
,ni mzuri,nothate,
,ni onyesho zuri la kutazama,nothate,
,sitasahau kamwe sasa,nothate,
,nimefurahiya sana baada ya kuona sinema kama hii,nothate,
,mwisho ni sawa kabisa utatoa machozi,nothate,
,kwa kweli hii ni sinema nzuri sana,nothate,
,ni ya kupendeza,nothate,
,mimi nilipendezwa nayo,nothate,
,watoto ni wazuri sana pia,nothate,
,lazima niseme nimeiga sehemu nyingi na ninajikuta nikizitazama tena na tena,nothate,
,sasa unajua kwanini niliipa ,nothate,
,sijui ni nini hasa juu ya sinema hii lakini tulitegemea sinema hii inayopendeza na imekuwa sehemu maalum ya kumbukumbu za familia yetu,nothate,
,ninapendekeza kabisa sinema hii kwa mtu yeyote anayependa sinema nzuri za familia kwa sababu ndivyo hii haswa,nothate,
,hii ni moja ya sinema bora huko nje ambazo zinaonyesha dhamana kubwa ya kindugu ya kila mmoja kwa kila mmoja,nothate,
,damian ana talanta sana na anashirikiana katika njia nyingi za uandishi na kuelezea sifa tofauti kwenye skrini,nothate,
,nimefurahiya kujua fikra za siku kama hizi ziko huko nje ikiachilia matamanio ya sanaa kumfanya aende na kutuchukua kama wasikilizaji pamoja naye,nothate,
,elias koteas jack palance anacheza majukumu mazuri angelina yuko moto na anakuwa uchibilly drago anaonekana katika hii na ni mzuri kama kawaida aalio na sven ole thorsen husaidia kuifanya sinema hii ya kufurahisha sana na kaimu mzuri na bajeti nzuri,nothate,
,hii ilikuwa sinema ya kushangaza kiasi kwamba niliinunua kutoka kwa ebay,nothate,
,niliipenda sana hadithi na dubu alikuwa mzuri sanalakini ikiwa kuna mtu ana swali kuhusu fort steele uliza tu,nothate,
,seti iliyoundwa mahsusi kufanya kazi na kamera ni ya kushangaza imeangaziwa nzuri na nzuri,nothate,
,wanaweza kutumiwa kama mifano kwa mbuni yeyote aliyeweka,nothate,
,baada ya kutazama filamu hii nilitaka kujifunza zaidi juu ya kazi za msanii huyu,nothate,
,ninapendekeza sinema hii kwa mtu yeyote anayevutiwa na sanaa mashairi ukumbi wa michezo siasa au historia ya japan,nothate,
,hapa katika the wind na simba tunaona toleo zuri la enzi ya imperi ya amerika,nothate,
,mama yangu na kaka walilazimika kufanya hivi nilipoona robert ryan akielezea aina hii ya mwanaume ilikuwa kuiga mzuri sana wa aina hii ya mtu na nilivutiwa,nothate,
,kinachofanya hadithi hii kuwa tofauti ni maadili ya kweli ya utengenezaji upigaji picha usio na kosa muundo na uhariri utaftaji wa kutisha brian keith aliyethamini sana kucheza historia ya uonevu teddy na wazi,nothate,
,nadhani ilikuwa filamu bora ya robert ryans kwa sababu alionyesha mtu kama baba yangu na yeye alikuwa mtaalam katika maisha halisi baba yangu ingawa hakuwahi kumuua mtu yeyote lakini aliathiriwa zaidi wakati wa vita vya pili vya ulimwengu ambavyo vilimfanya kuwa mbaya zaidi,nothate,
,sinema nzuri inamfanya yeye na monica bellucci kuonekana warembo sana,nothate,
,maoni mazuri ya mapenzi ya leo na bila shaka ni filamu inayostahili kuona,nothate,
,kwa watu ambao ndio kwanza msimu wa kutengeneza filamu nadhani walifanya kazi nzuri zaidi,nothate,
,ilikuwa maarufu sana wakati nilikuwa kwenye sinema nyumba nzuri na athari nzuri na kucheka sana,nothate,
,ni filamu ya kujisikia vizuri na ndivyo nilihisi wakati nilipotoka kwenye sinema,nothate,
,mimi badala yake nilifurahia,nothate,
,vivian schilling alifanya kazi nzuri na maandishi,nothate,
,ulimwengu bora kuliko  ya takataka kwenye sinema leo,nothate,
,jukumu lake lilichezwa vizuri,nothate,
,kamera inampenda sana kwenye sinema hii,nothate,
,sinema hii ni bora malaika ni mzuri na scamp ni wa kupendeza ilipunguza wakati anaogopa na sehemu za kufurahisha ni wakati scamp amekamatwa chini ya pazia na wakati malaika na scamp wanaimba sijawahi kuhisi huo kabla ninapendekeza kabisa sinema hii ikitoka toleo maalum mnamo juni  jalada limejaa kwenye kontena la takataka na malaika chini ya kifuniko,nothate,
,sauti ya sauti haikuwa mbaya vile vile,nothate,
,bado ilikuwa sets ambayo ilipata  kubwa kwa kiwango cha oyvey yangu,nothate,
,wote wanafanya kazi nzuri na wanapendeza,nothate,
,dakika  za mwisho za sinema pia sio mbaya pia,nothate,
,ninapenda armand assante muhtasari wa kampuni yangu ya cable ulionekana wa kufurahisha kwa hivyo niliiangalia mara mbili tayari na labda itakuwa tena,nothate,
,ninaamini mwandishi wa skrini alifanya kazi nzuri ya kumfunga mwisho,nothate,
,alama yangu ya  ni zaidi kwa njama,nothate,
,sitasema tena sipendi nyara kwa hivyo sitaki kuwa mmoja lakini ninaamini filamu hii inafaa wakati wako,nothate,
,nilivutiwa sana na tabia aliyocheza,nothate,
,nilipenda sinema hii ilikuwa taswira nzuri ya familia ambayo ilikuwa imepitia dhiki na faraja lakini mwisho wao walijua kuwa upendo maalum walikuwa nao kwa kila mmoja,nothate,
,nimeona sinema nyingi zikimwigia nyota jaclyn smith lakini mungu wangu hii ilikuwa moja bora kwake ingawa ilitoka miaka  iliyopita,nothate,
,sinema hii ilikuwa na wahusika wa nyota zote na kile nilikipenda zaidi ni kwamba ilifungua macho yangu kuona waigizaji wengine ambao sijawahi kuona hapo awali,nothate,
,sinema hii ilikuwa ya muda mrefu lakini nilifurahia kila dakika yake,nothate,
,kwa jumla nipitisha sinema hii kwa kiwango cha  kati ya ,nothate,
,sinema hii inaunda ulimwengu wake mwenyewe na inavutia kwa kila njia,nothate,
,lakini sinema hii ilinijia kweli,nothate,
,itizame,nothate,
,sinema hii ni maoni mazuri na ya kuchekesha juu ya maisha mnamo ,nothate,
,nilipata sinema hii ikiwa nzuri ya kufurahisha na yenye kuinua moyo,nothate,
,hapo awali maeneo ya ndani kwenye filamu ambayo yalipigwa picha hapa buffalo yalinishangaza,nothate,
,watazamaji wote walishangilia mwisho wa filamu,nothate,
,niliacha ukumbi wa michezo na sauti katika hatua yangu furaha moyoni mwangu na tumaini la wanadamu,nothate,
,duris ana muonekano mzuri na anatoa utendaji mzuri,nothate,
,wahusika wengine wote pia hucheza vizuri,nothate,
,waigizaji ni wazuri,nothate,
,sinema ni muhimu kujumuisha maoni mazuri ya barcelona na minara yake maarufu ya gaudi,nothate,
,ongeza betty white na jean smart na una waigizaji wakubwa kila mtu alicheza sehemu zao vizuri,nothate,
,steamboat willie ni filamu ya kushangaza katika historia yetu ya sinema,nothate,
,muonekano huu wa pili wa mickey mouse kufuatia kimya cha plane crazy mapema mwaka huo labda ni filamu yake maarufu zaidi kwa sababu ilikuwa ya kuvunja sana,nothate,
,walakini baada ya kuona fupi tena baada ya miaka kama  nilishangazwa na jinsi filamu hiyo haina wakati,nothate,
,filamu hii bado ni kati ya filamu bora za mickey hata baada ya miaka  ya ajabu,nothate,
,inafurahisha kuona mickey akicheza uturuki katika straw kwa njia ya kufikiria sana ikiwa mara kwa mara ni kali,nothate,
,mwili na nafsi  ni kito,nothate,
,john garfield ann revere lilli plmer william conrad canada lee na kutayarishwa na mmoja wa waandishi wa sinema kubwa kuwahi neema kwenye skrinijames wong howe,nothate,
,sawa napenda kujiona kuwa mkosoaji mzuri kwa hivyo nitatoa mkopo kwa sababu ya deni athari za kiumbe zilikuwa nzuri sana,nothate,
